crop,season,soil_type,sown_month,harvested_month,water_source,ph,crop_duration_days,temperature,humidity,n,p,k
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,137.7,26.1,71.2,86.4,41.9,58.0
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.0,136.6,28.7,74.6,113.4,53.7,51.8
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.5,137.5,29.3,84.9,117.8,58.7,46.7
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,139.2,25.6,70.8,100.9,41.0,46.5
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,137.1,22.3,86.5,81.0,50.2,42.6
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.7,135.9,23.9,85.9,98.7,53.6,58.6
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.9,137.7,22.0,74.8,80.4,54.5,49.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,8.0,137.6,24.8,76.3,84.7,46.0,42.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,136.5,21.6,79.9,107.0,58.5,43.7
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.1,135.8,22.7,80.2,101.5,49.4,46.6
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.7,136.2,26.9,78.7,86.0,41.3,49.1
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.4,135.2,25.3,87.7,89.8,52.3,50.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,137.1,24.1,83.3,87.4,45.0,46.3
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.2,135.1,22.1,89.7,106.5,42.9,41.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,8.0,138.7,22.0,77.4,87.4,41.8,58.6
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.7,135.1,23.4,83.2,90.2,49.2,45.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.0,138.6,23.4,72.4,88.0,54.6,57.1
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.3,136.6,26.7,83.1,92.6,58.1,52.8
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,138.8,23.6,73.9,113.0,53.4,59.3
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.2,140.0,25.6,70.5,96.2,51.8,47.0
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,135.3,23.8,85.1,94.8,52.5,42.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.9,135.2,22.0,87.9,90.2,44.8,58.9
Cotton,Kharif,Clay,Jun,Sep,Irrigated,8.0,135.9,24.7,83.3,90.5,48.9,45.0
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.2,137.0,27.4,76.0,86.3,46.1,45.8
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.2,139.0,29.3,74.4,100.2,57.3,48.4
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.9,135.7,23.5,82.8,89.8,41.7,48.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,138.9,22.9,85.4,88.9,49.3,52.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.2,138.4,21.3,74.0,113.5,47.8,58.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.7,137.1,23.0,79.4,106.3,47.3,51.4
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.7,136.2,29.3,77.8,107.3,47.1,53.9
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,136.0,24.1,84.2,113.1,47.1,54.0
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.0,135.3,29.6,78.4,114.3,53.0,40.5
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,138.5,21.3,82.3,82.2,49.4,48.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.2,137.3,26.3,72.3,88.4,49.0,46.7
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,137.1,27.2,88.2,97.3,51.0,58.3
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,137.6,24.9,71.3,91.1,44.4,47.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.4,139.9,28.0,86.0,119.5,55.7,43.6
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.0,135.4,26.0,85.0,83.3,47.7,48.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.1,137.3,23.8,74.8,105.0,53.6,54.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,138.4,29.8,79.2,95.4,55.3,49.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,139.1,22.2,88.6,112.6,49.4,55.0
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,135.3,29.0,81.8,111.3,48.7,43.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,137.0,28.9,87.0,104.5,52.6,55.2
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.5,139.5,24.6,88.8,89.3,43.8,57.2
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.5,135.2,29.7,85.9,88.2,42.9,46.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.1,136.8,27.5,79.2,100.8,40.7,48.6
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.6,135.6,25.9,74.2,114.3,50.5,51.8
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.4,135.4,24.9,86.8,107.0,48.9,57.4
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.3,135.3,23.3,77.9,96.4,42.5,53.8
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,137.3,29.0,76.3,81.8,59.6,45.8
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,138.5,22.0,78.4,117.8,46.5,58.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.5,136.7,21.1,77.1,88.1,50.5,51.0
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.7,139.6,27.7,72.5,97.2,46.4,53.9
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.8,138.1,27.8,73.3,86.8,46.2,59.2
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.2,137.8,27.2,86.2,89.7,53.6,43.7
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.7,138.7,21.7,86.5,101.2,50.9,55.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,8.0,137.6,26.5,80.7,97.3,55.1,44.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.1,137.5,22.8,73.4,88.9,47.9,57.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,136.4,24.8,89.8,97.0,44.9,52.9
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,8.0,135.5,21.0,84.1,84.7,52.8,48.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.9,135.2,29.2,70.5,88.8,41.0,46.4
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.5,137.3,22.7,75.6,94.1,58.4,59.5
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,136.3,29.7,74.6,111.3,46.6,55.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,139.6,25.8,85.6,101.6,58.1,50.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.9,137.0,23.2,84.4,87.5,59.9,40.6
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,135.8,29.7,80.5,102.3,58.7,59.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.6,135.5,25.0,86.0,91.1,48.7,54.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.7,139.6,23.3,83.7,95.0,49.0,52.8
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.8,139.3,28.6,88.3,90.3,40.3,56.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.1,136.0,24.5,82.1,120.0,49.6,42.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,138.1,29.8,71.7,88.1,42.8,51.2
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,135.2,23.0,77.8,108.4,44.4,51.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.4,136.6,26.7,87.2,95.1,43.6,51.6
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,138.4,29.3,71.5,110.8,51.5,46.5
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,137.3,27.7,70.9,87.4,53.6,42.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.5,138.3,26.7,73.7,87.6,41.8,57.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.3,136.4,28.5,85.9,83.4,45.6,53.0
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,8.0,136.6,28.6,83.1,91.9,58.1,43.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,136.2,21.2,75.0,112.1,54.6,44.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,137.4,25.5,86.4,118.6,41.4,43.0
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,8.0,136.5,21.9,77.6,80.3,59.4,48.6
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.2,138.9,22.9,86.8,110.6,52.7,55.0
Cotton,Kharif,Clay,Jun,Sep,Irrigated,8.0,138.9,24.6,82.5,109.6,55.5,51.3
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.8,137.7,25.9,89.4,109.9,44.5,54.2
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,140.0,23.7,72.8,103.8,41.9,59.8
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.2,139.8,25.3,82.8,109.4,42.9,59.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.8,137.4,28.6,74.8,85.6,53.5,47.7
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,137.2,25.1,83.6,116.9,54.7,41.1
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,137.8,29.8,73.3,109.8,51.0,44.3
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.2,135.1,30.0,84.6,85.6,52.0,51.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.7,136.0,28.7,75.1,119.8,47.9,45.7
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,136.0,25.3,84.9,82.1,43.3,50.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,139.7,26.0,82.5,98.2,52.0,54.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.9,135.1,24.7,76.6,96.4,42.0,49.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,136.4,23.5,82.2,102.8,55.6,56.5
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.1,136.4,24.9,79.4,114.9,55.7,54.9
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.4,137.9,23.0,75.9,112.6,44.4,55.4
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.9,138.5,24.5,89.5,90.7,55.2,45.3
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.4,137.4,25.6,70.7,106.8,58.8,56.2
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.4,139.0,28.6,77.3,93.9,43.3,41.9
Cotton,Kharif,Clay,Jun,Sep,Irrigated,8.0,139.9,22.1,88.2,100.4,59.8,54.2
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,135.6,27.8,82.4,98.9,57.0,46.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.7,137.0,27.7,76.5,110.0,47.2,44.2
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,137.8,25.3,80.1,89.1,59.9,46.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,139.6,24.7,87.6,109.5,59.4,49.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,139.2,28.8,81.4,105.1,42.0,42.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.3,139.5,21.0,80.7,80.4,56.8,50.5
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,139.2,23.1,73.7,92.4,47.8,55.6
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.4,137.7,25.7,73.3,104.3,58.7,49.2
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,136.8,22.0,75.1,94.8,51.4,53.1
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,137.6,22.9,78.5,113.8,50.2,57.1
Cotton,Kharif,Silt,Jul,Oct,Rainfed,8.0,135.8,25.1,85.9,105.7,55.3,46.6
Cotton,Kharif,Clay,Jun,Sep,Irrigated,8.0,138.4,28.6,77.8,86.9,47.8,46.3
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.3,137.2,27.4,78.6,103.2,56.5,53.8
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.7,139.9,24.3,81.9,87.7,57.4,42.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,136.2,26.7,75.8,113.9,52.8,46.2
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.4,136.4,27.0,74.0,105.3,52.0,52.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,137.1,28.2,81.8,113.6,42.6,47.3
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.9,136.1,22.1,82.6,102.4,41.3,44.2
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,8.0,138.8,28.3,82.8,118.8,45.2,50.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,137.9,21.1,74.4,106.6,54.5,49.0
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.6,138.0,26.0,85.8,106.8,56.2,49.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.4,136.5,28.6,72.6,85.8,55.1,56.2
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.1,139.2,25.6,77.9,116.6,47.6,51.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.4,135.4,26.3,80.2,103.6,58.8,51.7
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,135.9,26.2,88.4,98.4,46.9,44.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,139.4,23.5,73.6,110.9,42.6,52.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,137.6,29.9,73.2,102.6,57.9,53.7
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.0,135.6,22.0,76.4,106.0,42.9,40.2
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,137.8,24.3,75.9,110.0,47.4,57.1
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.6,136.7,27.1,75.8,113.9,58.8,49.4
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.2,138.8,24.4,83.7,97.8,55.6,41.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,136.3,29.0,82.3,105.9,41.1,48.4
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.0,139.6,27.6,83.9,119.5,44.0,43.7
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,139.3,30.0,78.2,112.1,56.5,48.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,136.6,22.8,71.3,105.5,58.4,47.6
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,135.0,21.1,85.4,81.9,49.8,51.8
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.1,138.8,22.6,76.4,83.1,58.8,51.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,135.2,24.3,87.0,115.6,57.1,47.2
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.7,138.9,22.9,71.8,106.7,40.4,54.3
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.9,135.7,21.4,77.2,96.1,44.4,41.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,8.0,138.1,24.4,71.0,96.8,53.7,47.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.4,135.2,24.3,73.8,94.6,40.9,54.2
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.0,139.1,29.0,83.7,101.0,45.9,42.6
Cotton,Kharif,Silt,Jun,Sep,Irrigated,8.0,139.1,23.1,70.4,118.8,44.8,45.6
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,135.5,25.4,81.0,99.2,41.8,48.8
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,139.2,29.7,78.6,115.0,53.2,54.1
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.5,136.1,23.8,78.2,110.0,44.9,58.3
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.9,137.0,23.5,80.3,83.6,53.0,52.6
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.1,136.4,22.4,86.6,107.0,48.1,49.7
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,135.0,29.8,71.0,92.5,45.3,54.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.1,136.8,26.5,86.1,114.4,57.2,56.3
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,138.4,28.2,80.9,106.6,50.2,45.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,137.7,24.2,80.2,83.5,52.3,43.5
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.2,136.1,22.6,77.6,113.1,59.7,56.6
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.7,136.1,29.5,80.1,117.8,45.3,48.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.3,136.6,24.5,86.8,92.6,57.0,47.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,138.2,22.5,72.6,107.5,40.7,48.1
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,138.3,21.9,75.3,87.2,57.8,57.8
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.6,137.3,22.1,86.1,118.9,50.5,51.1
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,139.3,29.1,72.8,113.1,59.3,47.7
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,136.9,24.1,75.9,81.5,41.5,44.7
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.7,136.3,22.7,77.0,101.1,55.2,47.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.4,135.7,26.7,77.1,112.4,57.0,43.3
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.1,135.0,26.0,76.9,90.8,47.4,56.7
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.4,138.1,28.8,74.5,88.2,45.4,49.7
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.2,139.0,22.8,74.4,118.0,54.7,40.2
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,135.2,22.7,79.6,103.5,49.0,46.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,138.4,24.2,86.3,100.9,59.9,49.3
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.6,137.5,29.8,85.2,114.9,58.9,42.1
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,138.8,21.2,81.7,106.0,50.3,41.9
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.2,138.3,27.9,86.2,119.4,57.8,47.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,138.2,28.0,72.2,115.5,41.6,56.8
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.8,139.0,27.9,85.4,81.5,56.6,54.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.6,137.5,26.2,73.0,83.8,58.4,55.8
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.6,136.6,25.4,78.6,119.5,40.0,49.4
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.8,138.4,22.8,80.7,115.9,52.3,45.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.7,135.5,27.3,73.3,87.9,42.6,54.5
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,139.7,22.8,75.3,104.2,57.3,45.4
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.3,138.7,21.3,76.3,85.7,46.3,43.4
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,138.6,29.7,79.3,80.1,56.9,59.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.3,139.8,28.4,85.6,104.9,57.9,49.1
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.2,137.6,27.8,72.4,93.0,50.1,45.1
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,136.8,24.9,80.9,119.0,59.3,47.4
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.4,138.7,26.0,76.1,88.1,53.7,51.9
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,139.0,25.6,89.3,109.5,58.0,58.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.9,138.1,26.9,71.1,89.8,52.5,51.7
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.9,136.8,27.1,78.2,99.8,41.3,51.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.0,138.1,27.6,77.5,119.6,44.1,40.4
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,136.7,25.3,72.2,83.5,46.5,58.2
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.2,135.7,25.7,86.6,96.5,42.0,52.4
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.2,139.2,27.7,79.1,118.0,58.9,56.8
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.7,136.7,29.2,87.0,99.4,43.9,41.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,136.0,22.3,72.3,114.9,51.5,47.1
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.8,135.5,23.7,83.2,91.6,49.2,42.8
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.5,137.4,22.4,89.0,85.1,41.7,57.2
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.4,137.1,29.1,73.1,85.6,43.8,55.3
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.1,137.0,27.8,73.6,94.9,43.3,42.2
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,136.6,29.7,81.4,99.7,59.8,45.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.7,135.3,29.6,81.2,92.0,43.7,45.0
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.9,139.9,29.6,83.9,104.6,56.5,56.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.4,137.2,25.3,86.9,91.6,47.1,56.3
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.1,137.2,25.3,84.2,113.8,45.5,54.1
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.8,138.0,25.5,83.8,116.2,42.9,56.4
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,135.1,26.8,76.9,95.5,59.0,46.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.1,139.9,29.6,88.0,101.5,44.5,47.2
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,8.0,137.8,27.7,88.7,93.1,40.0,55.8
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,136.6,29.0,80.3,116.6,43.8,59.0
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.6,136.6,29.9,76.8,81.4,56.5,52.7
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.9,136.6,26.9,78.9,116.3,50.4,43.6
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.2,135.8,22.2,80.3,99.2,59.1,54.7
Cotton,Kharif,Clay,Jul,Oct,Rainfed,8.0,136.8,22.0,82.6,91.9,40.7,56.2
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.5,135.5,29.6,85.8,108.0,41.4,44.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.6,135.3,28.2,89.4,105.2,44.5,50.5
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.7,137.0,21.4,78.3,81.9,53.9,52.8
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.4,137.1,28.6,82.3,95.3,58.9,56.4
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.6,139.6,27.8,87.8,84.4,41.3,56.4
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.8,135.5,21.6,80.5,108.0,46.7,52.2
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.5,136.5,28.3,89.6,84.7,49.8,51.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.8,136.7,26.5,73.8,95.3,40.1,52.7
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,139.1,26.7,89.6,99.3,59.2,56.1
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.5,138.4,25.2,78.1,101.5,49.0,49.1
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.5,137.0,24.4,83.7,117.9,43.5,51.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.2,136.7,26.6,72.6,85.4,48.4,49.9
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.7,136.9,25.2,70.4,93.6,40.2,51.5
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.7,137.5,27.6,78.1,92.5,45.9,41.8
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.8,137.4,27.7,74.9,86.2,50.1,52.7
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.6,139.6,25.3,84.5,114.8,41.8,46.3
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,136.0,26.4,79.3,83.9,51.8,51.3
Cotton,Kharif,Clay,Jul,Oct,Rainfed,8.0,139.5,29.0,83.9,99.8,45.2,57.6
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.3,137.7,21.8,86.2,102.0,58.4,55.3
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.3,138.1,29.3,74.7,88.2,56.2,57.9
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.9,135.2,26.5,74.3,115.4,59.5,40.5
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.1,136.5,29.9,83.0,118.0,46.1,57.2
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.1,138.6,27.6,73.3,115.1,43.2,46.1
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.7,137.5,26.3,87.7,93.0,46.5,44.7
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.9,138.8,29.6,75.8,80.8,59.0,42.0
Cotton,Kharif,Silt,Jul,Oct,Rainfed,8.0,139.6,27.7,77.6,86.3,54.9,49.5
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.7,139.4,27.6,85.0,112.5,45.3,43.4
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,8.0,139.8,21.3,82.2,109.9,46.0,51.5
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.8,138.5,23.4,83.1,101.9,44.4,41.9
Cotton,Kharif,Clay,Jul,Oct,Rainfed,7.9,137.7,27.2,76.5,84.1,45.2,52.0
Cotton,Kharif,Sandy,Jun,Sep,Irrigated,7.6,137.9,28.0,75.5,109.0,46.3,47.7
Cotton,Kharif,Silt,Jul,Oct,Rainfed,7.6,139.3,22.1,74.0,111.7,58.4,56.6
Cotton,Kharif,Clay,Jun,Sep,Irrigated,7.5,137.3,23.9,74.8,112.6,59.2,56.6
Cotton,Kharif,Sandy,Jul,Oct,Rainfed,7.4,137.6,23.0,85.7,114.8,47.8,58.8
Cotton,Kharif,Silt,Jun,Sep,Irrigated,7.3,137.7,25.6,77.1,84.4,59.7,52.3
